id,heading,series,subseries,set,tablenumber,provenience,year,context,chronology1,n_signs,signs_ws_joined
1350,KN Dd 1511 + 7193 + 7198 + 9654 + frr. (117),D,d,-,1511,,,,LM IIIA2 or LM IIIB,13,.A OVIS:m 51 OVIS:f 40 .B o-na-jo tu-ni-ja pa OVIS:m 9 v.↓ ̣ṣị
1351,KN Dc 1515 + 5682 + 5713 + 8237 + fr. (117),D,c,-,1515,,,,LM IIIA2 or LM IIIB,10,.A OVIS:m 48̣ o OVIS:m 2 .B qi-nwa-so da-wo ki-ri-jo-ṭẹ
1352,KN As(2) 1516 (101),A,s,2,1516,,,,LM IIIA2 or LM IIIB,223,ḍụ-ru 1̣ ḳọ ko-no-si-ja ra-wa-ke-ja a-nu-wi-ko VIR 1 vest. a-ra-da-jo VIR 1 pi-ja-si-ro VIR 1 ḍạ-ṇạ VIR 1 ẉẹ-ro VIR 1 po-to VIR 1 si-pu2 VIR 1 pu-te VIR 1 j̣ạ-sa-no VIR 1 qa-me-si-jo VIR 1 mi-ja-ra-ro VIR 1 mi-ru-ro VIR 1 •]-ki-wa-ta VIR 1 u-ra-mo-no VIR 1 pi-ri-no VIR 1 qa-to-no-ro VIR 1 pe-te-ki-ja VIR 1 ko-ni-da-jo VIR 1 a-ko-ra-jo VIR 1 wa-du-[•]-to VIR 1 qo-te-ro VIR 1 i-te-u VIR 1 pu-to-ro VIR 1 ka-ri-se-u VIR 1 a3-ko-ta VIR 1 ka-ke VIR 1 ru-na VIR 1 pu-wo VIR 1 a-ta-ze-u VIR 1 a-ra-na-ro VIR 1 si-ja-pu2-ro VIR 1 to-so X VIR 31 -ti-jo a-nu-to qa-]ṣị-re-wi-ja VIR 1 su-ki-ri-to VIR 1 •~]ke-se-ra-wo VIR 1 qa~[•~•]-jo VIR 1 ne-o-ta VIR 1 o-pi-si-jo VIR 1 a3-wa-ṭọ VIR 1 a-ti-jo VIR 1 du-to VIR 1 a-de-we-[• VIR 1 pa-na-re-jo VIR 1 sa-pi-ti-nu-wo VIR 1 du-to VIR 1 ka-*56-na-to VIR 1 a-qa-to VIR 1 du-ru-po VIR 1 qa-nu-wa-so VIR 1 ke-re VIR 1 pa-ti VIR 1 wi-ro VIR 1 su-mi VIR 1 i-wa-ko VIR 1 a-pi-wa-to VIR 1 pi-ja-se-me VIR 1 to-so X VIR 23 se-to-i-ja su-ke-re-o qa-si-re-wi-ja VIR 1 ku-to VIR 1 sa-u-ri-jo VIR 1 du-ni-jo VIR 1 wi-ja-ma-ro VIR 1 a-pi-ra-wo VIR 1 ṭọ VIR 1 pi-[•]-jo VIR 1 wi-ra-ne-to VIR 1 na-ṛọ VIR 1 wa-ru-wo-qo VIR 1 VIR 1 a-ti- ṾỊṚ 1 to-so vest.
1353,KN As(2) 1517 (102b),A,s,2,1517,,,,LM IIIA1 or LM IIIA2 or LM IIIB,60,"no re-qo-me-no ,̣ •~]si-re-u 1 a-di-nwa-ta 1 •]-sa-ta 1 ti-qa-jo 1 da-wa-no 1 •~•]-wo 1 qi-qe-ro 1 wi-du 1 ku-ra-no 1 ṛạ-wi-[• 1 e-ru-to-ro 1 ku-ṭạ-i-jo 1 ku-pa-nu-we-to 1 qa-ra-jo 1 ri-zo 1 pa-na-re-jo 1 ke-ka-to 1 to-so VIR 17 vac. o-pi e-sa-re-we to-ro-no-wo-ko po-to-ri-jo 1 pe-we-ri-jo 1 a3-ni-jo 1 v.→ vac. za-mi-jo VIR 9 vac. reliqua pars sine regulis"
1354,KN As(3) 1518 + 1529 (105),A,s,3,1518,,,,LM IIIA1 or LM IIIA2 or LM IIIB,28,VIR 5 to-ko we-e-]wi-ja 1 ̣ VIR 5̣ we-e[-wi-ja to-ko 1 ̣ VIR 5 we[-e-]wi-ja to-ko 1 ̣ ṛẹ-we VIR 5 ẉẹ-e-wi-ja to-ko 1 ̣ vac. vac. ̣
1355,KN As(2) 1519 + fr. (101),A,s,2,1519,,,,LM IIIA2 or LM IIIB,36,sup. mut. VIR 1 i-we-ro VIR 1 ne-o-to VIR 1 qa-ti-ja VIR 1 o-pi-si-jo VIR 1 pa-ja-ro VIR 1 ki-ke-ro VIR 1 i-to VIR 1 vac. vac. ṃạ-ri-ne-wo wo-i-ko-de to-so VIR 10 vac. vac. inf. mut.
1356,KN As(3) 1520 [+] 1526 (105),A,s,3,1520,,,,LM IIIA1 or LM IIIA2 or LM IIIB,65,fragmentum A sup. mut. ṇọ 1 a-ta-no 1 wi-jo 1 a-te-mo 1 ki-ma-ta 1 ri-zo 1 ke-sa-do-ro 1 di-zo 1 da-ko-so 1 si-za 1 to-so VIR 10 vac. e-u-na-wo 1 sa-zo 1 o-*22-di 1 pi-ma-na-ro 1 a-*56-no 1 inf. mut. fragmentum B sup. mut. ạ-ṃị-ṇị-si-ja si-ja-ma 1 pi-ro-ị vac. inf. mut. v.→ fragmentum A a-mi-ni-so a-ma-no 1 se inf. mut. fragmentum B vac. vac. vac.
1357,KN Vs(2) 1521 (105),V,s,2,1521,,,,LM IIIA1 or LM IIIA2 or LM IIIB,13,"sup. mut. vest. ta-ra-nu a-nu ta-ra-nu ,̣ a-nu ta-]ra-nu qe- ta-ra-]nu inf. mut."
1358,KN Uf 1522 (-),U,f,-,1522,,,,-,28,te-ro-ri-jo DA 1 pu2-to DA 1 me-ta-no-re DA 1 mi-ni-so DA 1 e-ke-da-mo DA 1 vest. 1̣ DA 1 vac. vac. vac. vac. vac. vac. vac. vac. vac.
1359,KN Vs(2) 1523 (101),V,s,2,1523,,,,LM IIIA2 or LM IIIB,41,sup. mut. ị[-jo ẉọ a wa-du-na •~•~•~• -to e vac. sa-ka-ri-jo vac. i-jo i-jo o-]pi di-zo pi-ma-ṇạ-ro zo-wi-jo 1 a-tu-qo-te-ra-to 1̣ i-jo o-pi ri-zo pi-ma-na-ro pi-ro-i-ta 1 ọ-pi pa-ka di-wa-jo 1 p̣ị o-na-se-u 1 ri- ẉị-du 1 ke- za inf. mut.
1360,KN Vs(2) 1524 (105),V,s,2,1524,,,,LM IIIA1 or LM IIIA2 or LM IIIB,13,sup. mut. qe ma-no-ne 1 po-da 1 se po-da 1 do-ṃạ ki-si-wo po-ḍạ
1361,KN X 1525 (-),X,-,-,1525,,,,-,8,̣ku-ru-ni-ta ṭọ inf. mut. v.↓ sup. mut. ̣sa-nu-we-si-jo
1363,KN Og 1527 (-),O,g,-,1527,,,,-,19,sup. mut. ṃọ-ri-wo-do M 3̣ 2 mo-ri-wo-do M 3 N 2 mo-ri-wo-do M 3 mo-ri-]ẉọ-do M 1̣ inf. mut.
1364,KN Ga(5) 1530 + 1531 (221),G,a,5,1530,,,,LM IIIA2 or LM IIIB,30,"sup. mut. -ṣị-j̣ọ o-pe-ṛọ ḍạ-ẉị-j̣ọ ḳị[-ta-no a-pu-]ḍọ-si ra-je-ụ ,̣ ki-]ṭạ-ṇọ AROM 11̣ o 2 ạ-p̣ụ-do-si pu-ṇạ-si-jo ki-ta-no AROM 11 o 1 vac. to-sa AROM 58 ṭọ-sa-de o-pe-ro AROM 31 vacat"
1365,KN Ga(5) 1532 (221),G,a,5,1532,,,,LM IIIA2 or LM IIIB,13,sup. mut. a-pu-do-si ki-ta-no AROM 13 o AROM 11̣ 6̣5 AROM 35 deest
1366,KN Ga(5) 1533 (221),G,a,5,1533,,,,LM IIIA2 or LM IIIB,3,e-]ki-si-ja AROM 12
1367,KN Ga(5) 1534 (221),G,a,5,1534,,,,LM IIIA2 or LM IIIB,3,-ṇị-ja AROM 5̣
1368,KN Ga(5) 1535 + 5774 (221),G,a,5,1535,,,,LM IIIA2 or LM IIIB,3,-wo AROM 12
1369,KN Ga(5) 1536 + 5776 (221),G,a,5,1536,,,,LM IIIA2 or LM IIIB,5,pa-i-ti-ja AROM 34 vac. vac.
1370,KN Ga(5) 1538 (221?),G,a,5,1538,,,,LM IIIA2 or LM IIIB,5,sup. mut. ku-ta-ti da-wo ki
1371,KN U 1539 + 1813 (-),U,-,-,1539,,,,-,3,pa-i-to *184 2
1372,KN Ra(1) 1540 (126),R,a,1,1540,,,,LM IIIA1 or LM IIIA2 or LM IIIB,4,to-sa pa-ka-na PUG 50
1373,KN Ra(1) 1541 (126),R,a,1,1541,,,,LM IIIA1 or LM IIIA2 or LM IIIB,5,ka-si-]ko-no pa-ka-na a-ra-ru-wo-a PUG 1̣
1374,KN Ra(1) 1542 (126),R,a,1,1542,,,,LM IIIA1 or LM IIIA2 or LM IIIB,3,a-ra-ru-]ẉọ-a PUG 1
1375,KN Ra(1) 1543 + 1560 + 1566 (126),R,a,1,1543,,,,LM IIIA1 or LM IIIA2 or LM IIIB,5,de-so-mo a-mi-to-no pi-ri-te a-ra-ru-wo-a PUG
1376,KN Ra(1) 1544 (126),R,a,1,1544,,,,LM IIIA1 or LM IIIA2 or LM IIIB,2,PUG 2
1377,KN Ra(1) 1545 (126),R,a,1,1545,,,,LM IIIA1 or LM IIIA2 or LM IIIB,2,pa-ka-]na a[-ra-ru-wo-a
1378,KN Ra(1) 1546 (126),R,a,1,1546,,,,LM IIIA1 or LM IIIA2 or LM IIIB,3,ka-si-]ko-no PUG 2
1379,KN Ra(1) 1547 (126),R,a,1,1547,,,,LM IIIA1 or LM IIIA2 or LM IIIB,2,da-zo pi-ri-je-te
1380,KN Ra(1) 1548 (126),R,a,1,1548,,,,LM IIIA1 or LM IIIA2 or LM IIIB,7,de-so-mo ku-ka-ro pi-ri-je-te pa-ka-na a-ra-ru-wo-a PUG 3
1381,KN Ra(1) 1549 (126),R,a,1,1549,,,,LM IIIA1 or LM IIIA2 or LM IIIB,3,no p̣ị-ri-je-te pa-ka[-na
1382,KN Ra(1) 1550 (126),R,a,1,1550,,,,LM IIIA1 or LM IIIA2 or LM IIIB,3,te pa-ka-na a-ṛạ[-ru-wo-a
1383,KN Ra(1) 1551 (126),R,a,1,1551,,,,LM IIIA1 or LM IIIA2 or LM IIIB,3,a-ra-ru-wo-a ka-si-]ko-no pa-ka-na
1384,KN Ra(1) 1552 (126),R,a,1,1552,,,,LM IIIA1 or LM IIIA2 or LM IIIB,2,pa-]ka-na a-ra-ṛụ[-wo-a
1385,KN Ra(1) 1553 (126),R,a,1,1553,,,,LM IIIA1 or LM IIIA2 or LM IIIB,3,a-]ra-ru-wo-a pa-ka-na P̣ỤG̣
1386,KN Ra(1) 1554 (126),R,a,1,1554,,,,LM IIIA1 or LM IIIA2 or LM IIIB,2,p̣ạ-ka-na a-ra-ru[-wo-a
1387,KN Ra(1) 1555 (126),R,a,1,1555,,,,LM IIIA1 or LM IIIA2 or LM IIIB,2,wi-jo ka-si-ko-no
1388,KN Ra(1) 1556 + 1558 (126),R,a,1,1556,,,,LM IIIA1 or LM IIIA2 or LM IIIB,3,o-wa-si-jo ka-si-ko-no PUG
1389,KN Ra(1) 1557 (126),R,a,1,1557,,,,LM IIIA1 or LM IIIA2 or LM IIIB,1,ka-]si-ko-no
1390,KN Ra(1) 1559 (126),R,a,1,1559,,,,LM IIIA1 or LM IIIA2 or LM IIIB,2,ụ-ta-jo ka-si-ko[-no
1391,KN C 1561 (-),C,-,-,1561,,,,-,3,ka-te-ri-ja wo OVIS:f̣
1392,KN R 1562 + 1563 (-),R,-,-,1562,,,,-,3,je-ne ZE 12
1393,KN Dk(2) 1565 (119),D,k,2,1565,,,,LM IIIA2 or LM IIIB,8,.A LANA 24 ̣ .B LANA 2 ̣
1394,KN Dk(2) 1567 (119),D,k,2,1567,,,,LM IIIA2 or LM IIIB,7,.A LANA 6 .B ọ LANA 12
1395,KN Ln 1568 (103),L,n,-,1568,,,,LM IIIA2 or LM IIIB,102,mi-ja-ro e pa 4 e pa 6 e pa 12 *56-po-so 1 wa-wa-ka 1 TELA;1+TE 1 ru-ki-ti-ja pe TELA+TE 1 wi-da-ma-ta2 mi TELA;1+TE 1 e pa 12 e pa 4 e pa 4 e pa 8 po-po pe TELA;1+TE 1 ta-su mi TELA+TE 1 ko-re-wo mi TELA+TE 1 di-*65-pa-ta mi TELA+TE 1 pa 12 pa 11̣ pa 12 ru-sa-ma pe TELA;1+TE 1 na-e-ṛạ-j̣ạ pe TELA+TE 1 qe-pa-ta-no pe TELA;1+TE 1 pa 8 tu-na-no ru-nu TELA;1 1 ṬẸḶẠ;x 1 p̣ạ-ṛọ no-si-ro TELA;x+TE 3 da-wo to-sa te- ⟦ṃị ṬẸḶẠ+ṬẸ⟧ pa-ra-ja 'ṃị' TELA;x+TE 7 lat. inf. a-ze-ti-ṛị-ja ne-ki-ri-de o-pi ma-tu-ẉẹ o-nu-ke LANA 1 o-pi po-ni-ke-ja
1396,KN E 1569 + 7349 + 7843 + 8004 + fr. (-),E,-,-,1569,,,,-,9,̣do-ti-ja GRA 48 'pe-ma' ̣ra-wa-ke-si-jo GRA 10 T 5
1397,KN E 1574 (-),E,-,-,1574,,,,-,5,GRA 4 T 2 vac.
1398,KN Wb 1576 (-),W,b,-,1576,,,,-,4,o-pe-ṛẹ-ṛạ me-na-qe inf. mut.
1399,KN Dd 1579 + 1586 + fr. (117),D,d,-,1579,,,,LM IIIA2 or LM IIIB,12,.A we-we-si-jo OVIS:m 62 OVIS:f 36 .B ṭị da-ra-ko pa OVIS:m 2
1400,KN X 1581 (-),X,-,-,1581,,,,-,3,ma-ri-jo ṣị po-ka-
1401,KN C 1582 (-),C,-,-,1582,,,,-,4,ẉẹ-ka-ta ṣạ au-a3-ta BOS:m
1402,KN Vf 1583 + 7747 + 7887 + 9782 + frr.(5) (125),V,f,-,1583,,,,LM IIIA1 or LM IIIA2 or LM IIIB,8,.A ']po-ti-ro' ṣị-mi-te-u 1 a-ra-ko-qe 1̣ .B ti-ja
1403,KN De 1585 (117),D,e,-,1585,,,,LM IIIA2 or LM IIIB,9,.A OVIS:m 110 OVIS:f 3 .B o OVIS:m 37
1404,KN Da 1588 + 5705 + 7233 + fr. (117),D,a,-,1588,,,,LM IIIA2 or LM IIIB,6,.A OVIS:m 100 .B ta-*49-ro pu-na-so
1405,KN Df 1589 (117),D,f,-,1589,,,,LM IIIA2 or LM IIIB,7,.A OVIS:f 57̣ .B pe OVIS 7
1407,KN Dd 1592 + 5199 + 5598 (117),D,d,-,1592,,,,LM IIIA2 or LM IIIB,12,".A OVIS:m 32 OVIS:f 62 .B u-ta-no ,̣/ ra-to pa OVIS:m 6"
1409,KN Db 1601 + 5399 (117),D,b,-,1601,,,,LM IIIA2 or LM IIIB,8,.A OVIS:m 95 OVIS:f 5 .B we-wa-do-ro qa-ra
1410,KN Df 1602 + 5196 + 5229 + fr. (117),D,f,-,1602,,,,LM IIIA2 or LM IIIB,9,te-mi ra-to OVIS:m 48 OVIS:f 44 pe OVIS:m 8
1411,KN Dq(2) 1603 + 7083 (216),D,q,2,1603,,,,-,11,.A OVIS:m 26 OVIS:f 34 .B vest. ti-ri-to pa OVIS:m 10
1412,KN Dv 1607 + 5978 + 7276 + fr. (117),D,v,-,1607,,,,LM IIIA2 or LM IIIB,8,.A we-we-si-jo OVIS:m 2̣7 OVIS:f .B ti-ro pa-i-to
1413,KN Dk(2) 1613 + 5597 + fr. (119),D,k,2,1613,,,,LM IIIA2 or LM IIIB,10,.A ku-ta-to OVIS:m 123 LANA 30 M 1 .B X
1414,KN D 1615 (-),D,-,-,1615,,,,-,7,.A OVIS:m 19̣0 .B o OVIS:m 10
1415,KN De 1618 + 7171 + 7174 + fr. (117),D,e,-,1618,,,,LM IIIA2 or LM IIIB,17,".A -j̣ọ ,̣ OVIS:m 47 OVIS:f 37 ⟦ 3̣⟧ .B ta-na-to e-ko-so o OVIS:m 16 ⟦ 2⟧"
1416,KN Dv 1621 + 5116 (117),D,v,-,1621,,,,LM IIIA2 or LM IIIB,4,pe-ko tu-ti e OVIS:x
1417,KN V <1631> (-),V,-,-,1631,,,,-,8,-to-i-j̣ẹ -ru-ko 1 no-du 1 ḍạ-na-j̣ọ 1 vac.
1418,KN Xg <1641> (-),X,g,-,1641,,,,-,4,a-mi-ni-si-jo ḳạ ̣ vac.
1419,KN Xg <1642> (-),X,g,-,1642,,,,-,1,qa-no-
1420,KN Sc 1644 (124),S,c,-,1644,,,,-,3,TUN 2 BIG
1421,KN M(1) 1645 (103),M,-,1,1645,,,,LM IIIA2 or LM IIIB,6,ka-]ra-e-ri-jo-jo me-no -wi-jo-do pe *146 1
1422,KN Dh(2) 1646 + 7919 (120),D,h,2,1646,,,,LM IIIA1 or LM IIIA2 or LM IIIB,5,ka-ni-to e-ko-so ki OVIS:m 1̣0̣
1423,KN L(8) 1647 (212),L,-,8,1647,,,,-,8,.A ']LANA' 6 TELA+KU 5 TELA;3+PU .B X
1424,KN De 1648 (117),D,e,-,1648,,,,LM IIIA2 or LM IIIB,12,.A we-we-si-jo-jo OVIS:m 58 OVIS:f 2 .B a-te-mo ku-ta-to o OVIS:m 50
1425,KN L 1649 (-),L,-,-,1649,,,,-,16,sup. mut. vest. TELA;1̣ 4 KI 2 e-ṛạ v.↓ a-ko-we-i-ja inf. mut. lat. inf. -ja-ọ TELA;1
1426,KN D(1) 1650 (118?),D,-,1,1650,,,,LM IIIA1 or LM IIIA2 or LM IIIB,5,ra-wo-qo-no-jo p̣ạ da-wo OVIS:m 68
1427,KN Sc(3) 1651 (124-I),S,c,3,1651,,,,LM II-LM IIIA1 or LM IIIB,3,BIG 1 EQU
1428,KN Ag 1654 (124-A),A,g,-,1654,,,,LM II-LM IIIA1 or LM IIIB,6,qe-ri-jo VIR 1 MUL 1 ko-wa
1429,KN Ws 1701 (-),W,s,-,1701,,,,-,7,α *185 supra sigillum β ma-se wi-ṛạ2-[•
1430,KN Ws 1703 (-),W,s,-,1703,,,,-,8,α P supra sigillum β ta-to-mo γ o-nu-ke
1431,KN Ws 1704 (-),W,s,-,1704,,,,-,8,α JAC supra sigillum β o-pa γ pa-ta-ja
1432,KN Ws 1705 (-),W,s,-,1705,,,,-,6,α sigillum β pa-ṭạ-ja γ vac.
1433,KN Ws(1) 1707 (-),W,s,1,1707,,,,-,7,α ạ3-wo-re-u-|si| -si β do-ke γ •]-ja-wo-ṇẹ
1434,KN Ws <1708> (-),W,s,-,1708,,,,-,3,VIR supra sigillum
1435,KN Wm 1714 (232),W,m,-,1714,,,,-,3,me-sa-ṭọ *146 30
1436,KN X 1801 (= 36 bis) + 37 bis + frr.(3) (-),X,-,-,1801,,,,-,8,sup. mut. pi-za-ra ra-ni sa- pi-ri- vac. vac.
1437,KN X 1802 (= 41 bis) (-),X,-,-,1802,,,,-,1,u-ta
1438,KN Dq(1) 1803 (= 47 bis) (121),D,q,1,1803,,,,-,8,.A da-mi-]ni-jo OVIS:m 3̣0̣ .B o OVIS:m 30
1439,KN Og(1) 1804 (= 58 bis) (124),O,g,1,1804,,,,LM II-LM IIIA1 or LM IIIB,6,RO 2̣ ra-jo qa-ra-o P 1
1440,KN Ai 1805 (= 84 bis) (124-7),A,i,-,1805,,,,LM II-LM IIIA1 or LM IIIB,5,di-ka MUL 200 inf. mut.
1441,KN Ak(2) <1807> (= 509 bis) (108?),A,k,2,1807,,,,-,4,ko-wa me-zo ko-]wa me-u-jo-e
1442,KN M 1808 (= 734 bis) (-),M,-,-,1808,,,,-,4,sup. mut. *166+WE 1
1443,KN K(2) 1810 (= 776 bis b) (224),K,-,2,1810,,,,-,2,*213VAS+U 1
1444,KN Sf 1811 (= 890 bis) + 7485 + 7870 + frr.(3) (-),S,f,-,1811,,,,-,24,CAPS 1̣2 CAPS 21̣4 -mi-we-te ROTA ZE 21 ROTA ZE 8 o-da-]ḳẹ-we-ta ROTA ZE 7 a-mo 1̣ o-da-ke-we-ta ROTA ZE 172̣ vacat v.→ 176̣
1445,KN U 1812 (= 1053 bis) (-),U,-,-,1812,,,,-,3,ẉị-ja *183 10
1446,KN Ra(1) 1814 (= 1547 bis) (126),R,a,1,1814,,,,-,2,PUG 5
1447,KN R 1815 (= 4481 bis) + fr. (-),R,-,-,1815,,,,-,5,e-]ke-a ka-ka re-ạ HAS 12
1448,KN Wm 1816 (= 1714 b) (232),W,m,-,1816,,,,-,4,me-sa-to *1̣4̣6̣ inf. mut.
1449,KN Wm 1817 (= 1714 c) (232),W,m,-,1817,,,,-,5,sup. mut. vest. *146 30
1450,KN Pp 1818 (= 499 bis) (119),P,p,-,1818,,,,-,3,qa- inf. mut.
1451,KN Pp 1819 (= 499 ter) (119),P,p,-,1819,,,,-,1,2
1452,KN Xg <1901> (-),X,g,-,1901,,,,-,1,sa-so
1453,KN C <1902> (-),C,-,-,1902,,,,-,6,68 C̣ẠP̣:f 2 C̣ẠP̣:f 45 vac.
1454,KN Wb 2001 (-),W,b,-,2001,,,,-,1,p̣ạ-i-ṭọ
1455,KN X 2002 (-),X,-,-,2002,,,,-,2,ẓẹ-wa-so p̣ị-
1456,KN X 2003 (-),X,-,-,2003,,,,-,2,ni-sa- te-u
1457,KN Dp 2004 + fr. (215?),D,p,-,2004,,,,LM IIIA2 or LM IIIB,11,-jo OVIS:m LANA 2 v.↓ ⟦9̣0⟧ lat. sup. ⟦ vest. ⟧
1458,KN Da 2005 + 5366 (117),D,a,-,2005,,,,LM IIIA2 or LM IIIB,4,ṛọ a-ka OVIS:m 200
1459,KN Am(1) 2009 (103?),A,m,1,2009,,,,LM IIIA2 or LM IIIB,3,jo VIR 2
1460,KN Dd 2010 + 5180 + 5266 (117),D,d,-,2010,,,,LM IIIA2 or LM IIIB,11,.A OVIS:m 57 OVIS:f 28 .B di-ka-ta-ro su-ri-mo pa OVIS:m 15
1461,KN Dp 2011 (117?),D,p,-,2011,,,,LM IIIA2 or LM IIIB,1,330
1462,KN Fh 2013 + fr. (141),F,h,-,2013,,,,LM IIIA1 or LM IIIA2 or LM IIIB,3,j̣ạ-[•]-jo pe-da⌞ ⌟i-je-
1463,KN Fh 2014 + 5439 (141),F,h,-,2014,,,,LM IIIA1 or LM IIIA2 or LM IIIB,14,de OLE ⟦ S ⟧ OLE S 2 v.↓ ra-i ko- OLE S 1
1464,KN Dn 2016 + 8407 (117),D,n,-,2016,,,,LM IIIA2 or LM IIIB,2,-jo-jo OVIS:m
1465,KN Dv 2019 + 5681 (117),D,v,-,2019,,,,LM IIIA2 or LM IIIB,6,.A OVIS:m 40 .B de-we-ra ra-to
1466,KN Db 2020 + 5314 [+] 5423 (117),D,b,-,2020,,,,LM IIIA2 or LM IIIB,9,.A OVIS:m 40 OVIS:f 20 .B ru-wo-i-ko su-ri[-mo vac.
1467,KN Dl(2) 2021 (215),D,l,2,2021,,,,LM IIIA2 or LM IIIB,17,.A 27 LANA 1 .B o OVIS:f 23 LANA 2 v.↓ ⟦ vest. ⟧ ⟦ vest. ⟧
1468,KN Od 2026 (115?),O,d,-,2026,,,,LM IIIA2 or LM IIIB,3,wi-ri-za LANA vac.
1469,KN Da 2027 + fr. (117),D,a,-,2027,,,,LM IIIA2 or LM IIIB,4,*22 ku-ta-to OVIS:m 100
1470,KN Ak(2) 2126 (108),A,k,2,2126,,,,LM IIIA2 or LM IIIB,12,sup. mut. ko-wa me-wi-j̣ọ-ẹ 1̣ me-]zo 1 ko-wa me-zo 1 e- vac.
1471,KN L 2127 (-),L,-,-,2127,,,,-,6,o-pi TELA;6+[ TELA;x+PU v.↓ vest. vest.
1472,KN Xf 2128 (-),X,f,-,2128,,,,-,4,o-pi we-a v.↓ 60
1473,KN Dk(1) 2129 + 8720 (120?),D,k,1,2129,,,,LM IIIA1 or LM IIIA2 or LM IIIB,3,o LANA 9̣
1474,KN D 2130 + 7102 (-),D,-,-,2130,,,,-,8,.A ra OVIS:m 100 ⟦ỌṾỊṢ:f̣ 2̣0⟧ .B vac.
1475,KN X 2131 + fr. (-),X,-,-,2131,,,,-,1,a
1476,KN X 2132 (-),X,-,-,2132,,,,-,1,te-wi-ja
1477,KN Wb 2133 (-),W,b,-,2133,,,,-,6,sup. mut. ẉạ- me-no inf. mut.
1478,KN X 2134 (-),X,-,-,2134,,,,-,1,te
1479,KN Np 2138 [+] 7060 [+] 8791 + fr. (-),N,p,-,2138,,,,-,10,CROC Ṇ :f̣ 3 WE 1 vac. vac. v.→ ri
1480,KN Sd 4401 + 8718 + fr. (128),S,d,-,4401,,,,LM IIIA1 or LM IIIA2 or LM IIIB,12,a-ra-ru-ja a-ni-ja-pi wi-ri-ni-jo o-po-qo ke-ra-ja-pi o-pi-i-ja-pi CUR i-qi-jo a-ja-me-no e-re-pa-te a-ra-ro-mo-te-me-no po-ni-ḳị[-jo
1481,KN Sd 4402 + frr. (128),S,d,-,4402,,,,LM IIIA1 or LM IIIA2 or LM IIIB,15,a-u-qe a-re-ta-to o-u-qe pte-no o-u-qe au-ro o-u-qe 'pe-qa-to' CUR ị-qi-ja a-ra-ro-mo-te-me-na po-ni-ki-ja o-u-qe a-ni-ja po-si
1482,KN Sd 4403 + 5114 + frr. (128),S,d,-,4403,,,,LM IIIA1 or LM IIIA2 or LM IIIB,15,e-re-pa-te-jo o-po-qo ke-ra-ja-pi o-pi-i-ja-pi 'ko-ki-da o-pa' CUR 3 ị-qi-ja ⌞ ⌟ a-ja-me-na e-re-pa-te a-ra-ro-mo-te-me-na a-ra-ru-ja
1483,KN Sd 4404 + fr. (128),S,d,-,4404,,,,LM IIIA1 or LM IIIA2 or LM IIIB,18,jo i-qo-e-qe wi-ri-ni-jo o-po-qo ke-ra-j̣ạ-p̣ị ⌞ ⌟ ọ-pi-i-ja-pi CUR i-qi-ja ku-do-ni-ja mi-to-we-sa-e a-ra-ro-mo-te-me-na lat. sup. po-ni-ki-ja BIG 1
1484,KN Sd 4405 + 4410 + fr. (128),S,d,-,4405,,,,LM IIIA1 or LM IIIA2 or LM IIIB,13,wi-ri-ni-jo o-po-qo ke-ra-ja-pi o-pi-i-ja-pi o-u-qe pte-no CUR 1 i-qi-ja po-ni-ki-ja a-ra-ro-mo-te-me-na a-ra-ru-ja a-ni-ja-pi
1485,KN Sd 4406 (128),S,d,-,4406,,,,LM IIIA1 or LM IIIA2 or LM IIIB,7,wi-ri-ni-jo o-po-qo ke-ra-ja-pi o-pi-i-ja-pi CUR -to a-ra-ro-mo-te-me-na
1486,KN Sd 4407 + 4414 (128),S,d,-,4407,,,,LM IIIA1 or LM IIIA2 or LM IIIB,12,do-]we-jo i-qo-e-qe wi-ri-ni-jo o-po-qo ke-ra-ja-pi 'o-pi-i-ja-pi' CUR 3̣ vest. se-to-i-ja mi-to-we-sa a-ra-ro-mo-te-me-na
1487,KN Sd 4408 + 4411 + 6055 + frr. (128),S,d,-,4408,,,,LM IIIA1 or LM IIIA2 or LM IIIB,16,ạ-ra-ru-wo-ja a-ni-ja-pi wi-ri-ne-o o-po-qo ke-ra-ja-pi o-pi-ị-j̣ạ[-pi i-]qi-ja a-ja-me-na e-re-pa-te ⌞ ⌟ a-ra-ro-mo-te-me-na ⌞ ⌟ po-ni-ja-ja CUR
1488,KN Sd 4409 + 4481 + frr.(3) (128/?),S,d,-,4409,,,,-,12,"wi-ri-ne-o o-p̣ọ-qo ,̣ ka-ke-ja-pi o-pi-ị-j̣ạ-p̣ị CUR 1 i-qi-ja po-ni-ki-ja a-ra-ro-mo-te-me-na ,̣ a-ja-me-na"
1489,KN Sd 4412 + frr. (128),S,d,-,4412,,,,LM IIIA1 or LM IIIA2 or LM IIIB,9,ka-]ḳẹ-ja-pi o-pi-ị-j̣ạ-p̣ị o-u-qe po-si e-re-pa me-na a-ja-me-na CUR 1
